problemId,tags,rating,name,solved,games,2-sat,rank,dfs and similar,divide and conquer,string suffix structures,implementation,dsu,expression parsing,data structures,brute force,binary search,trees,hashing,strings,flows,meet-in-the-middle,shortest paths,graphs,graph matchings,dp,ternary search,probabilities,bitmasks,*special,two pointers,interactive,math,matrices,number theory,constructive algorithms,geometry,combinatorics,chinese remainder theorem,greedy,schedules,sortings,fft
1773:L,dp,3500.0,Lisa's Sequences,4,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1773:K,constructive algorithms,1900.0,King's Puzzle,957,False,False,candidate master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1773:J,constructive algorithms+math,2900.0,Jumbled Trees,56,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1773:I,brute force+games+implementation+interactive,2500.0,Interactive Factorial Guessing,303,True,False,grandmaster,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1773:H,binary search+interactive,2600.0,Hot and Cold,212,False,False,grandmaster,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1773:G,bitmasks+combinatorics+dp+fft+math+probabilities,2800.0,Game of Questions,180,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1773:F,constructive algorithms,800.0,Football,2763,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1773:E,greedy+sortings,1400.0,Easy Assembly,2451,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1773:D,combinatorics+flows+graph matchings+greedy,2600.0,Dominoes,248,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1773:B,binary search+divide and conquer+hashing+implementation+probabilities+trees,2200.0,BinCoin,500,False,False,master,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1773:A,constructive algorithms+graph matchings+math+probabilities,1900.0,Amazing Trick,946,False,False,candidate master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1772:G,binary search+greedy+implementation+math+sortings+two pointers,2200.0,Gaining Rating,852,False,False,master,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1772:F,constructive algorithms+dfs and similar+graphs+implementation+sortings,2000.0,Copy of a Copy of a Copy,1388,False,False,candidate master,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1772:E,games,1700.0,Permutation Game,4223,True,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1772:D,constructive algorithms+math,1400.0,Absolute Sorting,8928,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1772:C,constructive algorithms+greedy+math,1000.0,Different Differences,16526,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1772:B,brute force+implementation,800.0,Matrix Rotation,21592,False,False,pupil,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1772:A,implementation,800.0,A+B?,27040,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1771:F,binary search+bitmasks+data structures+hashing+probabilities+strings+trees,2500.0,Hossam and Range Minimum Query,559,False,False,grandmaster,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1771:E,brute force+dp+implementation+two pointers,2500.0,Hossam and a Letter,498,False,False,grandmaster,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1771:D,brute force+data structures+dfs and similar+dp+strings+trees,2100.0,Hossam and (sub-)palindromic tree,1862,False,False,master,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1771:C,greedy+math+number theory,1600.0,Hossam and Trainees,5892,False,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1771:B,binary search+constructive algorithms+dp+two pointers,1400.0,Hossam and Friends,8562,False,False,specialist,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1771:A,combinatorics+math+sortings,900.0,Hossam and Combinatorics,16911,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1770:H,constructive algorithms,3500.0,"Koxia, Mahiru and Winter Festival",48,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1770:G,divide and conquer+fft+math,3400.0,Koxia and Bracket,92,False,False,grandmaster,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1770:F,bitmasks+combinatorics+dp+math+number theory,3100.0,Koxia and Sequence,313,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
1770:E,combinatorics+dfs and similar+dp+dsu+math+probabilities+trees,2400.0,Koxia and Tree,1010,False,False,grandmaster,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1770:D,constructive algorithms+data structures+dfs and similar+dsu+flows+games+graph matchings+graphs+implementation,2000.0,Koxia and Game,2853,True,False,candidate master,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1770:C,brute force+chinese remainder theorem+math+number theory,1700.0,Koxia and Number Theory,6663,False,False,expert,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1770:B,constructive algorithms,1000.0,Koxia and Permutation,15734,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1770:A,brute force+greedy,1000.0,Koxia and Whiteboards,17989,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1769:D3,*special+brute force,2300.0,Игра в Девятку III,104,False,False,master,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1769:D2,*special+brute force,2200.0,Игра в Девятку II,173,False,False,master,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1769:D1,*special+brute force+dp,1800.0,Игра в Девятку I,311,False,False,expert,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1769:C2,*special+dp,1300.0,Подкрутка II,676,False,False,novice,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1769:C1,*special+brute force+dp+greedy,1200.0,Подкрутка I,707,False,False,novice,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1769:B2,*special+binary search+brute force+math,1400.0,Копирование файлов II,723,False,False,specialist,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1769:B1,*special+brute force+implementation+math,1000.0,Копирование файлов I,1095,False,False,pupil,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1769:A,*special+math,800.0,Узкая дорога,1513,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1768:F,dp+greedy,2900.0,Wonderful Jump,392,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1768:E,combinatorics+math+number theory,2300.0,Partial Sorting,1305,False,False,master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
1768:D,constructive algorithms+dfs and similar+graphs+greedy,1800.0,Lucky Permutation,4758,False,False,expert,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1768:C,constructive algorithms+greedy+implementation+sortings,1300.0,Elemental Decompress,9937,False,False,novice,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1768:B,greedy+math,900.0,Quick Sort,17278,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1768:A,greedy+math+number theory,800.0,Greatest Convex,22559,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1767:F,data structures+trees,3100.0,Two Subtrees,74,False,False,grandmaster,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1767:E,bitmasks+brute force+dp+graphs+math+meet-in-the-middle+trees,2500.0,Algebra Flash,517,False,False,grandmaster,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1767:D,combinatorics+constructive algorithms+dp+greedy+math,1500.0,Playoff,6992,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
1767:C,data structures+dp,2100.0,Count Binary Strings,1796,False,False,master,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1767:B,data structures+greedy+sortings,800.0,Block Towers,16502,False,False,pupil,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1767:A,implementation,800.0,Cut the Triangle,17494,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766:F,flows,2800.0,MCF,151,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766:E,binary search+brute force+data structures+divide and conquer+dp+two pointers,2300.0,Decomposition,845,False,False,master,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1766:D,math+number theory,1600.0,Lucky Chains,5592,False,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1766:C,dp+implementation,1300.0,Hamiltonian Wall,9807,False,False,novice,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766:B,implementation,1000.0,Notepad#,15346,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766:A,brute force+implementation,800.0,Extremely Round,18594,False,False,pupil,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1765:N,greedy,1500.0,Number Reduction,2572,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1765:M,math+number theory,1000.0,Minimum LCM,7080,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1765:L,brute force+data structures+implementation,2400.0,Project Manager,409,False,False,grandmaster,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1765:K,greedy+math,1500.0,Torus Path,3341,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1765:J,graph matchings+math,2900.0,Hero to Zero,90,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1765:I,implementation+shortest paths,2800.0,Infinite Chess,113,False,False,grandmaster,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1765:H,binary search+graphs+greedy+implementation,2200.0,Hospital Queue,784,False,False,master,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1765:G,constructive algorithms+interactive+probabilities,2600.0,Guess the String,218,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1765:F,dp+geometry+probabilities,2200.0,Chemistry Lab,396,False,False,master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1765:E,brute force+math,1000.0,Exchange,6415,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1765:D,binary search+constructive algorithms+two pointers,1700.0,Watch the Videos,2371,False,False,expert,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1765:C,combinatorics+dp+probabilities,2600.0,Card Guessing,191,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1765:B,greedy,800.0,Broken Keyboard,6733,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1765:A,bitmasks+dsu+flows+graph matchings,2400.0,Access Levels,459,False,False,grandmaster,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1764:H,data structures,3400.0,Doremy's Paint 2,60,False,False,grandmaster,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1764:G3,binary search+interactive,3300.0,Doremy's Perfect DS Class (Hard Version),208,False,False,grandmaster,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1764:G2,binary search+interactive,3000.0,Doremy's Perfect DS Class (Medium Version),254,False,False,grandmaster,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1764:G1,binary search+interactive,2900.0,Doremy's Perfect DS Class (Easy Version),296,False,False,grandmaster,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1764:F,brute force+constructive algorithms+dfs and similar+dsu+sortings+trees,2500.0,Doremy's Experimental Tree,684,False,False,grandmaster,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1764:E,dp+greedy+sortings,2400.0,Doremy's Number Line,948,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1764:D,combinatorics+dp+math,2000.0,Doremy's Pegging Game,2069,False,False,candidate master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1764:C,graphs+greedy,1400.0,Doremy's City Construction,6767,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1764:B,math+number theory,900.0,Doremy's Perfect Math Class,12111,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
