problemId,tags,rating,name,solved,rank
1774:D,constructive algorithms,1600.0,Same Count One,5322,expert
1774:D,greedy,1600.0,Same Count One,5322,expert
1774:D,implementation,1600.0,Same Count One,5322,expert
1774:D,two pointers,1600.0,Same Count One,5322,expert
1774:C,constructive algorithms,1300.0,Ice and Fire,8765,novice
1774:C,dp,1300.0,Ice and Fire,8765,novice
1774:C,greedy,1300.0,Ice and Fire,8765,novice
1774:B,constructive algorithms,1500.0,Coloring,8109,specialist
1774:B,greedy,1500.0,Coloring,8109,specialist
1774:B,math,1500.0,Coloring,8109,specialist
1774:A,constructive algorithms,800.0,Add Plus Minus Sign,18886,pupil
1774:A,math,800.0,Add Plus Minus Sign,18886,pupil
1773:L,dp,3500.0,Lisa's Sequences,4,grandmaster
1773:K,constructive algorithms,1900.0,King's Puzzle,957,candidate master
1773:J,constructive algorithms,2900.0,Jumbled Trees,56,grandmaster
1773:J,math,2900.0,Jumbled Trees,56,grandmaster
1773:I,brute force,2500.0,Interactive Factorial Guessing,303,grandmaster
1773:I,games,2500.0,Interactive Factorial Guessing,303,grandmaster
1773:I,implementation,2500.0,Interactive Factorial Guessing,303,grandmaster
1773:I,interactive,2500.0,Interactive Factorial Guessing,303,grandmaster
1773:H,binary search,2600.0,Hot and Cold,212,grandmaster
1773:H,interactive,2600.0,Hot and Cold,212,grandmaster
1773:G,bitmasks,2800.0,Game of Questions,180,grandmaster
1773:G,combinatorics,2800.0,Game of Questions,180,grandmaster
1773:G,dp,2800.0,Game of Questions,180,grandmaster
1773:G,fft,2800.0,Game of Questions,180,grandmaster
1773:G,math,2800.0,Game of Questions,180,grandmaster
1773:G,probabilities,2800.0,Game of Questions,180,grandmaster
1773:F,constructive algorithms,800.0,Football,2763,pupil
1773:E,greedy,1400.0,Easy Assembly,2451,specialist
1773:E,sortings,1400.0,Easy Assembly,2451,specialist
1773:D,combinatorics,2600.0,Dominoes,248,grandmaster
1773:D,flows,2600.0,Dominoes,248,grandmaster
1773:D,graph matchings,2600.0,Dominoes,248,grandmaster
1773:D,greedy,2600.0,Dominoes,248,grandmaster
1773:C,,3500.0,Cactus Meets Torus,19,grandmaster
1773:B,binary search,2200.0,BinCoin,500,master
1773:B,divide and conquer,2200.0,BinCoin,500,master
1773:B,hashing,2200.0,BinCoin,500,master
1773:B,implementation,2200.0,BinCoin,500,master
1773:B,probabilities,2200.0,BinCoin,500,master
1773:B,trees,2200.0,BinCoin,500,master
1773:A,constructive algorithms,1900.0,Amazing Trick,946,candidate master
1773:A,graph matchings,1900.0,Amazing Trick,946,candidate master
1773:A,math,1900.0,Amazing Trick,946,candidate master
1773:A,probabilities,1900.0,Amazing Trick,946,candidate master
1772:G,binary search,2200.0,Gaining Rating,852,master
1772:G,greedy,2200.0,Gaining Rating,852,master
1772:G,implementation,2200.0,Gaining Rating,852,master
1772:G,math,2200.0,Gaining Rating,852,master
1772:G,sortings,2200.0,Gaining Rating,852,master
1772:G,two pointers,2200.0,Gaining Rating,852,master
1772:F,constructive algorithms,2000.0,Copy of a Copy of a Copy,1388,candidate master
1772:F,dfs and similar,2000.0,Copy of a Copy of a Copy,1388,candidate master
1772:F,graphs,2000.0,Copy of a Copy of a Copy,1388,candidate master
1772:F,implementation,2000.0,Copy of a Copy of a Copy,1388,candidate master
1772:F,sortings,2000.0,Copy of a Copy of a Copy,1388,candidate master
1772:E,games,1700.0,Permutation Game,4223,expert
1772:D,constructive algorithms,1400.0,Absolute Sorting,8928,specialist
1772:D,math,1400.0,Absolute Sorting,8928,specialist
1772:C,constructive algorithms,1000.0,Different Differences,16526,pupil
1772:C,greedy,1000.0,Different Differences,16526,pupil
1772:C,math,1000.0,Different Differences,16526,pupil
1772:B,brute force,800.0,Matrix Rotation,21592,pupil
1772:B,implementation,800.0,Matrix Rotation,21592,pupil
1772:A,implementation,800.0,A+B?,27040,pupil
1771:F,binary search,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,bitmasks,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,data structures,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,hashing,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,probabilities,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,strings,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:F,trees,2500.0,Hossam and Range Minimum Query,559,grandmaster
1771:E,brute force,2500.0,Hossam and a Letter,498,grandmaster
1771:E,dp,2500.0,Hossam and a Letter,498,grandmaster
1771:E,implementation,2500.0,Hossam and a Letter,498,grandmaster
1771:E,two pointers,2500.0,Hossam and a Letter,498,grandmaster
1771:D,brute force,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:D,data structures,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:D,dfs and similar,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:D,dp,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:D,strings,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:D,trees,2100.0,Hossam and (sub-)palindromic tree,1862,master
1771:C,greedy,1600.0,Hossam and Trainees,5892,expert
1771:C,math,1600.0,Hossam and Trainees,5892,expert
1771:C,number theory,1600.0,Hossam and Trainees,5892,expert
1771:B,binary search,1400.0,Hossam and Friends,8562,specialist
1771:B,constructive algorithms,1400.0,Hossam and Friends,8562,specialist
1771:B,dp,1400.0,Hossam and Friends,8562,specialist
1771:B,two pointers,1400.0,Hossam and Friends,8562,specialist
1771:A,combinatorics,900.0,Hossam and Combinatorics,16911,pupil
1771:A,math,900.0,Hossam and Combinatorics,16911,pupil
1771:A,sortings,900.0,Hossam and Combinatorics,16911,pupil
1770:H,constructive algorithms,3500.0,"Koxia, Mahiru and Winter Festival",48,grandmaster
1770:G,divide and conquer,3400.0,Koxia and Bracket,92,grandmaster
1770:G,fft,3400.0,Koxia and Bracket,92,grandmaster
1770:G,math,3400.0,Koxia and Bracket,92,grandmaster
1770:F,bitmasks,3100.0,Koxia and Sequence,313,grandmaster
1770:F,combinatorics,3100.0,Koxia and Sequence,313,grandmaster
1770:F,dp,3100.0,Koxia and Sequence,313,grandmaster
1770:F,math,3100.0,Koxia and Sequence,313,grandmaster
1770:F,number theory,3100.0,Koxia and Sequence,313,grandmaster
1770:E,combinatorics,2400.0,Koxia and Tree,1010,grandmaster
1770:E,dfs and similar,2400.0,Koxia and Tree,1010,grandmaster
1770:E,dp,2400.0,Koxia and Tree,1010,grandmaster
1770:E,dsu,2400.0,Koxia and Tree,1010,grandmaster
1770:E,math,2400.0,Koxia and Tree,1010,grandmaster
1770:E,probabilities,2400.0,Koxia and Tree,1010,grandmaster
1770:E,trees,2400.0,Koxia and Tree,1010,grandmaster
1770:D,constructive algorithms,2000.0,Koxia and Game,2853,candidate master
1770:D,data structures,2000.0,Koxia and Game,2853,candidate master
1770:D,dfs and similar,2000.0,Koxia and Game,2853,candidate master
1770:D,dsu,2000.0,Koxia and Game,2853,candidate master
1770:D,flows,2000.0,Koxia and Game,2853,candidate master
1770:D,games,2000.0,Koxia and Game,2853,candidate master
1770:D,graph matchings,2000.0,Koxia and Game,2853,candidate master
1770:D,graphs,2000.0,Koxia and Game,2853,candidate master
1770:D,implementation,2000.0,Koxia and Game,2853,candidate master
1770:C,brute force,1700.0,Koxia and Number Theory,6663,expert
1770:C,chinese remainder theorem,1700.0,Koxia and Number Theory,6663,expert
1770:C,math,1700.0,Koxia and Number Theory,6663,expert
1770:C,number theory,1700.0,Koxia and Number Theory,6663,expert
1770:B,constructive algorithms,1000.0,Koxia and Permutation,15734,pupil
1770:A,brute force,1000.0,Koxia and Whiteboards,17989,pupil
1770:A,greedy,1000.0,Koxia and Whiteboards,17989,pupil
1769:D3,*special,2300.0,Игра в Девятку III,104,master
1769:D3,brute force,2300.0,Игра в Девятку III,104,master
1769:D2,*special,2200.0,Игра в Девятку II,173,master
1769:D2,brute force,2200.0,Игра в Девятку II,173,master
1769:D1,*special,1800.0,Игра в Девятку I,311,expert
1769:D1,brute force,1800.0,Игра в Девятку I,311,expert
1769:D1,dp,1800.0,Игра в Девятку I,311,expert
1769:C2,*special,1300.0,Подкрутка II,676,novice
1769:C2,dp,1300.0,Подкрутка II,676,novice
1769:C1,*special,1200.0,Подкрутка I,707,novice
1769:C1,brute force,1200.0,Подкрутка I,707,novice
1769:C1,dp,1200.0,Подкрутка I,707,novice
1769:C1,greedy,1200.0,Подкрутка I,707,novice
1769:B2,*special,1400.0,Копирование файлов II,723,specialist
1769:B2,binary search,1400.0,Копирование файлов II,723,specialist
1769:B2,brute force,1400.0,Копирование файлов II,723,specialist
1769:B2,math,1400.0,Копирование файлов II,723,specialist
1769:B1,*special,1000.0,Копирование файлов I,1095,pupil
1769:B1,brute force,1000.0,Копирование файлов I,1095,pupil
1769:B1,implementation,1000.0,Копирование файлов I,1095,pupil
1769:B1,math,1000.0,Копирование файлов I,1095,pupil
1769:A,*special,800.0,Узкая дорога,1513,pupil
1769:A,math,800.0,Узкая дорога,1513,pupil
1768:F,dp,2900.0,Wonderful Jump,392,grandmaster
1768:F,greedy,2900.0,Wonderful Jump,392,grandmaster
1768:E,combinatorics,2300.0,Partial Sorting,1305,master
1768:E,math,2300.0,Partial Sorting,1305,master
1768:E,number theory,2300.0,Partial Sorting,1305,master
1768:D,constructive algorithms,1800.0,Lucky Permutation,4758,expert
1768:D,dfs and similar,1800.0,Lucky Permutation,4758,expert
1768:D,graphs,1800.0,Lucky Permutation,4758,expert
1768:D,greedy,1800.0,Lucky Permutation,4758,expert
1768:C,constructive algorithms,1300.0,Elemental Decompress,9937,novice
1768:C,greedy,1300.0,Elemental Decompress,9937,novice
1768:C,implementation,1300.0,Elemental Decompress,9937,novice
1768:C,sortings,1300.0,Elemental Decompress,9937,novice
1768:B,greedy,900.0,Quick Sort,17278,pupil
1768:B,math,900.0,Quick Sort,17278,pupil
1768:A,greedy,800.0,Greatest Convex,22559,pupil
1768:A,math,800.0,Greatest Convex,22559,pupil
1768:A,number theory,800.0,Greatest Convex,22559,pupil
1767:F,data structures,3100.0,Two Subtrees,74,grandmaster
1767:F,trees,3100.0,Two Subtrees,74,grandmaster
1767:E,bitmasks,2500.0,Algebra Flash,517,grandmaster
1767:E,brute force,2500.0,Algebra Flash,517,grandmaster
1767:E,dp,2500.0,Algebra Flash,517,grandmaster
1767:E,graphs,2500.0,Algebra Flash,517,grandmaster
1767:E,math,2500.0,Algebra Flash,517,grandmaster
1767:E,meet-in-the-middle,2500.0,Algebra Flash,517,grandmaster
1767:E,trees,2500.0,Algebra Flash,517,grandmaster
1767:D,combinatorics,1500.0,Playoff,6992,specialist
1767:D,constructive algorithms,1500.0,Playoff,6992,specialist
1767:D,dp,1500.0,Playoff,6992,specialist
1767:D,greedy,1500.0,Playoff,6992,specialist
1767:D,math,1500.0,Playoff,6992,specialist
1767:C,data structures,2100.0,Count Binary Strings,1796,master
1767:C,dp,2100.0,Count Binary Strings,1796,master
1767:B,data structures,800.0,Block Towers,16502,pupil
1767:B,greedy,800.0,Block Towers,16502,pupil
1767:B,sortings,800.0,Block Towers,16502,pupil
1767:A,implementation,800.0,Cut the Triangle,17494,pupil
1766:F,flows,2800.0,MCF,151,grandmaster
1766:E,binary search,2300.0,Decomposition,845,master
1766:E,brute force,2300.0,Decomposition,845,master
1766:E,data structures,2300.0,Decomposition,845,master
1766:E,divide and conquer,2300.0,Decomposition,845,master
1766:E,dp,2300.0,Decomposition,845,master
1766:E,two pointers,2300.0,Decomposition,845,master
1766:D,math,1600.0,Lucky Chains,5592,expert
1766:D,number theory,1600.0,Lucky Chains,5592,expert
1766:C,dp,1300.0,Hamiltonian Wall,9807,novice
1766:C,implementation,1300.0,Hamiltonian Wall,9807,novice
1766:B,implementation,1000.0,Notepad#,15346,pupil
1766:A,brute force,800.0,Extremely Round,18594,pupil
1766:A,implementation,800.0,Extremely Round,18594,pupil
1765:N,greedy,1500.0,Number Reduction,2572,specialist
1765:M,math,1000.0,Minimum LCM,7080,pupil
1765:M,number theory,1000.0,Minimum LCM,7080,pupil
1765:L,brute force,2400.0,Project Manager,409,grandmaster
1765:L,data structures,2400.0,Project Manager,409,grandmaster
1765:L,implementation,2400.0,Project Manager,409,grandmaster
1765:K,greedy,1500.0,Torus Path,3341,specialist
1765:K,math,1500.0,Torus Path,3341,specialist
1765:J,graph matchings,2900.0,Hero to Zero,90,grandmaster
1765:J,math,2900.0,Hero to Zero,90,grandmaster
1765:I,implementation,2800.0,Infinite Chess,113,grandmaster
1765:I,shortest paths,2800.0,Infinite Chess,113,grandmaster
1765:H,binary search,2200.0,Hospital Queue,784,master
1765:H,graphs,2200.0,Hospital Queue,784,master
1765:H,greedy,2200.0,Hospital Queue,784,master
1765:H,implementation,2200.0,Hospital Queue,784,master
1765:G,constructive algorithms,2600.0,Guess the String,218,grandmaster
1765:G,interactive,2600.0,Guess the String,218,grandmaster
1765:G,probabilities,2600.0,Guess the String,218,grandmaster
1765:F,dp,2200.0,Chemistry Lab,396,master
1765:F,geometry,2200.0,Chemistry Lab,396,master
1765:F,probabilities,2200.0,Chemistry Lab,396,master
1765:E,brute force,1000.0,Exchange,6415,pupil
1765:E,math,1000.0,Exchange,6415,pupil
1765:D,binary search,1700.0,Watch the Videos,2371,expert
1765:D,constructive algorithms,1700.0,Watch the Videos,2371,expert
1765:D,two pointers,1700.0,Watch the Videos,2371,expert
1765:C,combinatorics,2600.0,Card Guessing,191,grandmaster
1765:C,dp,2600.0,Card Guessing,191,grandmaster
1765:C,probabilities,2600.0,Card Guessing,191,grandmaster
1765:B,greedy,800.0,Broken Keyboard,6733,pupil
1765:A,bitmasks,2400.0,Access Levels,459,grandmaster
1765:A,dsu,2400.0,Access Levels,459,grandmaster
1765:A,flows,2400.0,Access Levels,459,grandmaster
1765:A,graph matchings,2400.0,Access Levels,459,grandmaster
1764:H,data structures,3400.0,Doremy's Paint 2,60,grandmaster
1764:G3,binary search,3300.0,Doremy's Perfect DS Class (Hard Version),208,grandmaster
1764:G3,interactive,3300.0,Doremy's Perfect DS Class (Hard Version),208,grandmaster
1764:G2,binary search,3000.0,Doremy's Perfect DS Class (Medium Version),254,grandmaster
1764:G2,interactive,3000.0,Doremy's Perfect DS Class (Medium Version),254,grandmaster
1764:G1,binary search,2900.0,Doremy's Perfect DS Class (Easy Version),296,grandmaster
1764:G1,interactive,2900.0,Doremy's Perfect DS Class (Easy Version),296,grandmaster
1764:F,brute force,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:F,constructive algorithms,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:F,dfs and similar,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:F,dsu,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:F,sortings,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:F,trees,2500.0,Doremy's Experimental Tree,684,grandmaster
1764:E,dp,2400.0,Doremy's Number Line,948,grandmaster
1764:E,greedy,2400.0,Doremy's Number Line,948,grandmaster
1764:E,sortings,2400.0,Doremy's Number Line,948,grandmaster
1764:D,combinatorics,2000.0,Doremy's Pegging Game,2069,candidate master
1764:D,dp,2000.0,Doremy's Pegging Game,2069,candidate master
1764:D,math,2000.0,Doremy's Pegging Game,2069,candidate master
1764:C,graphs,1400.0,Doremy's City Construction,6767,specialist
1764:C,greedy,1400.0,Doremy's City Construction,6767,specialist
1764:B,math,900.0,Doremy's Perfect Math Class,12111,pupil
1764:B,number theory,900.0,Doremy's Perfect Math Class,12111,pupil
1764:A,greedy,800.0,Doremy's Paint,14126,pupil
1763:F,data structures,3000.0,Edge Queries,227,grandmaster
1763:F,dfs and similar,3000.0,Edge Queries,227,grandmaster
1763:F,dp,3000.0,Edge Queries,227,grandmaster
1763:F,dsu,3000.0,Edge Queries,227,grandmaster
1763:F,graphs,3000.0,Edge Queries,227,grandmaster
1763:F,trees,3000.0,Edge Queries,227,grandmaster
1763:E,dp,2200.0,Node Pairs,1197,master
1763:E,graphs,2200.0,Node Pairs,1197,master
1763:E,math,2200.0,Node Pairs,1197,master
